,text
149,"Anyone not bothered by running trainers...look away now. Ive had to adapt to a new training surface, which means making an addition to my trainer family. Hello my new Nike Zoom Pegasus Turbo 2 beauties. #running… https://www.instagram.com/p/B-rmVTwg2MS/?igshid=1fqncpjorln87"
150,New Deal (Nike Zoom Pegasus Turbo 2 Men's Running Shoe $89.97) -- https://latestblackfridaydeals.com/nike-zoom-pegasus-turbo-2-mens-running-shoe-89-97/ Popular Nike tempo/racing shoe. Plenty of sizes availab.ehttps://www.jackrabbit.com/men-s-…3-001.html ... 
151,Steal Price! Women's Nike Zoom Pegasus Turbo 2 on sale for $88+ Free Shipping (Retail $180) Select colors and sizes also on sale. Code: LOGIN25 https://bit.ly/3dWZE8v
152,Grab the Nike Zoom Pegasus Turbo 2 here for $143.97! https://bit.ly/3c4iCbN #AD
153,Select sizes for Sawyer's 2019 Doernbecher Nike Zoom Pegasus Turbo 2 are $127.19 + FREE shipping. Retail is $180. BUY HERE -&gt; https://bit.ly/3dWh7Ok (promotion - use code 20OFF at checkout)
154,To any runners out there I highly recommend the Nike Zoom Pegasus Turbo 2 as a road running shoe. Ran 13 miles yesterday and had insane bounce in these today I felt great and my feet feel great which is the most important. #Nike #Running
155,#ad ON SALE: Doernbecher x Nike Zoom Pegasus Turbo 2 ‘Sawyer’ Now $144 w/code 20OFF Available via @DTLRVILLA Shop Here - https://bit.ly/39zYxs8
156,ON SALE: $144 w/code 20OFF: Doernbecher x Nike Zoom Pegasus Turbo 2 ‘Sawyer’ https://bit.ly/2UCxxnu #AD
157,Nike Zoom Pegasus Turbo 2 University Blue Size: 42 42½ 43 2.950 (exclude shipping) https://www.instagram.com/p/B-Y8XIzgFmwid3mXxjIOtiJ26uGeunFv3s81RY0/?igshid=16wnj6wrojc50
158,save50: Nike Zoom Pegasus Turbo 2 Men's &amp; Women's Running Sneakers $129.99 (Was$259.99/$249.99) Multiple Color/Size Ava @Rebel 
159,My @nike Zoom Pegasus Turbo 2 ripped at sole with &lt;100 miles in them. Stores have been closed. How will my return/exchange be handled? #nike
160,Nike Factory Store less than 5 miles from me lol. Recently saw Gyakusou x Zoom Pegasus Turbo in there. I found FOG Skylon 2 for $50 a few weeks ago.
161,"Ad: The Nike Zoom Pegasus Turbo 2 ""White/Blue Void"" is now available at Nikestore! &gt;&gt; https://bit.ly/3976jJu"
162,Nike Zoom Pegasus Turbo 2 on sale 53% off with FREE shipping Click to view all colorways on sale -&gt; https://bit.ly/397JTrE ad
163,@nikesupport How many miles am I supposed to be able to get out of my Nike Zoom Pegasus Turbo 2? 
164,I'm selling NIKE ZOOM X PEGASUS TURBO 2 BV113... for RM239.00. Get it on Shopee now! https://shopee.com.my/trc.co/7919723191 #ShopeeMY
165,Nike Zoom Pegasus Turbo 2 Shield Low By You Custom Men's Running Shoe https://www.nike.com/au/u/custom-nike-air-zoom-pegasus-36-shield-by-you-10000731?mid=1082487647&amp;sitesrc=nikebyyoupdp&amp;cp=euns_soc_101511_twitshare
166,Nike Zoom Pegasus Turbo 2 Men’s Running Shoe Size 12 (Grey/Gunsmoke) AT2863-002 https://www.frugalmalefashion.org/product/nike-zoom-pegasus-turbo-2-mens-running-shoe-size-12-grey-gunsmoke-at2863-002/
167,Nike Zoom Pegasus Turbo 2 Men’s Running Shoe Size 14 (Orange/White) CK9661-800 https://www.frugalmalefashion.org/product/nike-zoom-pegasus-turbo-2-mens-running-shoe-size-14-orange-white-ck9661-800/
168,Nike Zoom Pegasus Turbo 2 Men’s Running Shoe Size 14 (Green/Bio Beige) AT2863-300 https://www.frugalmalefashion.org/product/nike-zoom-pegasus-turbo-2-mens-running-shoe-size-14-green-bio-beige-at2863-300/
169,Check out New in Box Nike Zoom Pegasus Turbo 2 Rise Women’s Size 8 Gray Running Shoes #Nike https://ebay.us/xauL5I via @eBay
170,Check out New in Box Nike Zoom Pegasus Turbo 2 Rise Women’s Size 8 Gray Running Shoes #Nike https://ebay.us/xauL5I via @eBay
171,Early morning 5k run Nike Zoom Pegasus Turbo 2 🏃🏾‍♂️💨 
172,Nike Zoom Pegasus Turbo 2 Men's Running Shoe - Green £111.47 Spotted &gt;&gt; https://social.spottedbargains.com/lt8ec #ad
173,Fav Nike running shoes of 2020 so far: Zoom Fly 3 ‘Electric Green’ Zoom Pegasus Turbo 2 ‘Black’ Zoom Pegasus Turbo 2 ‘Electric Green’ Epic React Flyknit 2 Special Edition 
174,Nike Zoom Fly 3 and Zoom Pegasus Turbo 2 in Electric Green 👌🏾 
175,Ready for tomorrow mornings run with these Nike Zoom Pegasus Turbo 2 ‘Electric Green’ 
176,Check out New in Box Nike Zoom Pegasus Turbo 2 Rise Women’s Size 8 Gray Running Shoes #Nike https://ebay.us/xauL5I via @eBay
177,"First run today in the @nike Zoom Pegasus Turbo 2. Shaved 53s off my best time. Extraordinary running shoes, and they look amazing. Worth every penny. #running #nike "
178,The Nike Zoom Pegasus Turbo 2 | https://bit.ly/2Oqz7oW
179,@Nike in 5weeks of just running my zoom Pegasus Turbo 2 have come away at the back. Please can they be replaced? @ProD_Running
180,"Nike Zoom Pegasus Turbo 2 has a featherlight upper, while midsole foam cushioning brings revolutionary responsiveness to your long distance training. https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=4&amp;toolid=11800&amp;pub=5575321293&amp;campid=5338649865&amp;mpre=https%3A%2F%2Fwww.ebay.com%2Fitm%2FNew-Mens-Nike-Zoom-Pegasus-Turbo-2-Running-Shoe-Size-10-Orange-Black-CK9661-800%2F324083515880%3Fhash%3Ditem4b74e201e8%3Ag%3AYpIAAOSwDnleVGpO #nike #menswear #shoes #running #fitness"
181,https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=4&amp;toolid=11800&amp;pub=5575321293&amp;campid=5338649865&amp;mpre=https%3A%2F%2Fwww.ebay.com%2Fitm%2FNike-Zoom-Pegasus-Turbo-2-Mens-Size-15-Shoes-CK9661-800-Orange%2F333512126761%3Fhash%3Ditem4da6df3129%3Ag%3ASM8AAOSwU2BeQxq3%3Asc%3AUSPSPriority!34711!US!-1 Nike Zoom Pegasus Turbo 2 Mens Size 15 Shoes CK9661 800 Orange | eBay
182,"Nike Zoom - Whether you're training for a 5k or aiming for a marathon, these shoes will help you along the way. #Nike Zoom Pegasus Turbo 2 is one of the latest upgrades to its popular neutral #running shoe, ideal… https://www.instagram.com/p/B9EpGsQnqlK/?igshid=1b7qid1r08abi"
183,"Nike Zoom - Whether you're training for a 5k or aiming for a marathon, these shoes will help you along the way. #Nike Zoom Pegasus Turbo 2 is one of the latest upgrade to its popular neutral #running shoe, ideal… https://www.instagram.com/p/B9Eo8ckHlgn/?igshid=13k4khqvp68sp"
184,"Nike Zoom - Whether you're training for a 5k or aiming for a marathon, these shoes will help you along the way. #Nike Zoom Pegasus Turbo 2 is one of the latest upgrade to its popular neutral #running shoe, ideal… https://www.instagram.com/p/B9Eo56tnITg/?igshid=1esiceozh15uz"
185,"Nike Zoom - Whether you're training for a 5k or aiming for a marathon, these shoes will help you along the way. #Nike Zoom Pegasus Turbo 2 is one of the latest upgrade to its popular neutral #running shoe, ideal for… https://www.instagram.com/p/B9Eo32QHwvR/?igshid=jyi5kxqq5gls"
186,"Nike Zoom - Whether you're training for a 5k or aiming for a marathon, these shoes will help you along the way. #Nike Zoom Pegasus Turbo 2 is one of the latest upgrade to its popular neutral #running shoe, ideal… https://www.instagram.com/p/B9Eo0wlHaSU/?igshid=17228l9f2kgwo"
187,@Nike @nikestore I have never paid so much for a pair of shoes only to have them break in 3 months. All I have done is walk in them and stand in them this is truly disappointing from the Nike Zoom X Pegasus Turbo 2. I've had them for 3months and this is what happens. I'm so sad. 
188,Nike Air Zoom Pegasus Turbo 2 Men's Running Shoes Run Sneakers 2020 - AT2863-009 http://dlvr.it/RQggjW #sneakerfeeds #nike #adidas
189,Doernbecher x Nike Zoom Pegasus Turbo 2 “Sawyer Miller” : Sale Price: $144 (Retail $180) – FREE SHIPPING – use code: – SHOUT20Q1 – at checkout 
190,Chaussure de running personnalisable Nike Zoom Pegasus Turbo 2 Shield Low By You pour Homme https://www.nike.com/be/fr/u/custom-nike-air-zoom-pegasus-36-shield-by-you-10000731?mid=1080612846&amp;sitesrc=nikebyyoupdp&amp;cp=euns_soc_101511_twitshare
191,My fav.runnig shoes Nike Zoom Pegasus Turbo 2 Shield Low By You https://www.nike.com/it/u/custom-nike-air-zoom-pegasus-36-shield-by-you-10000731?mid=1080466043&amp;sitesrc=b16_tw
192,Nike Zoom Pegasus Turbo 2 Shield Low By You https://www.nike.com/it/u/custom-nike-air-zoom-pegasus-36-shield-by-you-10000731?mid=1080466043&amp;sitesrc=b16_tw
193,Which shoes are best for #running?🏃 Some very good ones we've come across are; Hoka One One Carbon X Nike ZoomX Vaporfly ASICS Gel-Nimbus 21 Adidas UltraBoost 19 Nike Zoom Pegasus Turbo 2 Which ones do you use? #ukrunchat #runners #runner #marathontraining #parkrun #run
194,Nike Zoom Pegasus Turbo 2 Shield Low By You Custom Men's Running Shoe https://www.nike.com/u/custom-nike-air-zoom-pegasus-36-shield-by-you-10000731?mid=1080454255&amp;sitesrc=nikebyyoupdp&amp;cp=euns_soc_101511_twitshare
195,My husband ordered the @Nike Zoom Pegasus Turbo 2 and just came in today 🙌🏻 They’re so pretty 😱🥰 can’t wait to go on a run tomorrow. 
196,"NIKE ZOOM PEGASUS ••••TURBO 2 ELECTRIC•••• Available in store now Size 40-44 @Lagos, Nigeria https://www.instagram.com/p/B8tD7tghlWN/?igshid=88wkk3yaygcj"
197,"NIKE ZOOM PEGASUS ••••TURBO 2 ELECTRIC•••• Available in store now Size 40-44 Price 22,000 naira Free delivery nationwide "
198,The Nike Zoom Pegasus Turbo 2 | https://bit.ly/2Oqz7oW
199,NIKE ZOOM PEGASUS ••••TURBO 2 ELECTRIC•••• Available in store now Size 40-44 
200,💥 •NIKE ZOOM PEGASUS ••••TURBO 2 ELECTRIC•🌟🌟🌟 * * -----🌀SIZE 40-45☀️ * . . ******SNEAKERS**** . . 🤩PRICE-- 25k🤩 . . . .**** TO ORDER**** . Munch picture and send to us thru 👌DM 👌 or WHATSAPP 🤩. . 📲08023194979📲 . .✈️… https://www.instagram.com/p/B8lYZPKljAJ/?igshid=ff4qmnqmmlc3
201,NIKE ZOOM PEGASUS ••••TURBO 2 ELECTRIC•••• Available in Size 40-44 
202,฿680.00 -78% | Nike Zoom Pegasus 35 Turbo 2.0 Men's and Women'sRunning Shoes Breathable Stability Sneakers ไนกี้ รองเท้าวิ่งผู้ชาย ไนกี้ รองเท้าวิ่งสตรี | https://s.lazada.co.th/s.0TTDL
203,"NIKE ZOOM PEGASUS ••••TURBO 2 ELECTRIC•••• Available in Size 40-45 Price N20,000 Call/whatsapp 07081479454 Nationwide Delivery https://www.instagram.com/p/B8eq4-BFzNa/?igshid=1998oy9hw9slu"
204,"Just landed at Pro:Direct 𝗟𝗗𝗡𝟭𝟵, the graphic-heavy Nike Zoom Pegasus Turbo 2 and Air Zoom Vomero 14 in “Pure Platinum/Black-Reflect”. - Pro:Direct LDN19, 19 Foubert's Place, Soho, London, W1F 7QE "
205,NIKE ZOOM PEGASUS ••••TURBO 2 ELECTRIC•••• Available in store now Size 40-44 
206,"NIKE ZOOM PEGASUS ••••TURBO 2 ELECTRIC•••• Available now Size 40-44 Come buy what I'm selling, Na beg I dey beg 🙏🙏🙏 "
207,"NIKE RUNNING Zoom Pegasus Turbo 2 Sneakers Price: € 181,00 https://www.slamjam.com/en_IT/man/footwear/sneakers/low/nike-running/zoom-pegasus-turbo-2-sneakers/J169623.html? #Fashion #style #threadLaced"
208,Nike Zoom Pegasus Turbo 2 Shield Low By You Custom Women's Running Shoe https://www.nike.com/si/u/custom-nike-air-zoom-pegasus-36-shield-by-you-10000732?mid=1079890167&amp;sitesrc=nikebyyoupdp&amp;cp=euns_soc_101511_twitshare Check out my design!
209,"NIKE RUNNING Zoom Pegasus Turbo 2 Sneakers Price: € 181,00 https://www.slamjam.com/en_IT/man/footwear/sneakers/low/nike-running/zoom-pegasus-turbo-2-sneakers/J169623.html? #Fashion #style #threadLaced"
210,"NIKE RUNNING Zoom Pegasus Turbo 2 Sneakers Price: € 181,00 https://www.slamjam.com/en_IT/man/footwear/sneakers/low/nike-running/zoom-pegasus-turbo-2-sneakers/J169623.html? #Fashion #style #threadLaced"
211,"NIKE RUNNING Zoom Pegasus Turbo 2 Sneakers Price: € 181,00 https://www.slamjam.com/en_IT/man/footwear/sneakers/low/nike-running/zoom-pegasus-turbo-2-sneakers/J169623.html? #Fashion #style #threadLaced"
212,AD : Nike Zoom Pegasus Turbo 2 'White/Black' now live on Slamjam =&gt;http://tinyurl.com/qstwahx
213,Nike Air Zoom Pegasus Turbo 2 White Almost LIVE at Nike UK Link &gt; https://bit.ly/31vqbUI
214,The Nike Zoom Pegasus Turbo 2 is now available at all of our shops and online in Platinum Tint | https://bit.ly/2Oqz7oW
215,RELEASE REMINDER | Launching at 8am Nike Air Zoom Pegasus Turbo 2 White https://thesolesupplier.co.uk/release-dates/nike/air-pegasus/nike-air-zoom-pegasus-turbo-2-white/
216,The Nike Zoom Pegasus Turbo 2 - Still one of the best all-round running shoes out there https://www.getsweatgo.com/running/reviews/nike-zoom-pegasus-turbo-2-380
217,Nike Zoom Pegasus Turbo 2 Shield Low By You Custom Women's Running Shoe https://www.nike.com/u/custom-nike-air-zoom-pegasus-36-shield-by-you-10000732?mid=1079492884&amp;sitesrc=nikebyyoupdp&amp;cp=euns_soc_101511_twitshare
218,Men's Brand New Nike Zoom Pegasus Turbo 2 Athletic Fashion Sneakers [AT2863 007] http://dlvr.it/RPCZJd #sneakerfeeds #nike #adidas
219,Nike Zoom Pegasus Turbo 2 Shield Low By You Custom Men's Running Shoe https://www.nike.com/bg/u/custom-nike-air-zoom-pegasus-36-shield-by-you-10000731?mid=1079412795&amp;sitesrc=nikebyyoupdp&amp;cp=euns_soc_101511_twitshare
220,Nike Zoom Pegasus Turbo 2 Shield Low By You Custom Men's Running Shoe https://www.nike.com/u/custom-nike-air-zoom-pegasus-36-shield-by-you-10000731?mid=1079209398&amp;sitesrc=nikebyyoupdp&amp;cp=euns_soc_101511_twitshare
221,Unboxing the Nike Zoom Pegasus Turbo 2 Hakone. A closeup look at the super lightweight Nike men's running shoes with ZoomX foam. 
222,Kit yourself out for your next run with the @nike Zoom Pegasus Turbo 2 (£159) -- http://end.global/a3y
223,"Ad: Nike Zoom Pegasus Turbo 2 SE 'Black' on sale for $127.18 + FREE shipping, use code ALLYOU =&gt; http://bit.ly/2TVaTa7"
224,It’s the best day for a running nerd: new shoe delivery day! @lamarathon is two months away and I’ll be decked in @nike Zoom Pegasus Turbo 2 😍 
225,Out run the bad weather in these rather royal looking Zoom Pegasus Turbo 2 Special Editions. RRP 159.95Buy direct from Nike here --gt Nike training running jogging gym JustDoIt sneakers trainers getfit keepfit trainhard gymlife fit 
226,Out run the bad weather in these rather royal looking Zoom Pegasus Turbo 2 Special Editions. RRP: £159.95 Buy direct from Nike here --&gt; http://tidd.ly/8c98a36f #Nike #training #running #jogging #gym #JustDoIt #sneakers #trainers #getfit #keepfit #trainhard #gymlife #fit
227,"I see. Yeah losing cushiony feel is to be expected! For these especially. I don’t recommend them for regular use. I bought them for a half marathon. I also have zoom fly 3, zoom pegasus 36 and pegasus turbo 2. I like the first two best"
228,"Right. No not planning to train in them regularly. Got them for #nikeLA half in April and wanted to try them out. May do one more long run in them. I’ve got these + zoom fly 3, zoom pegasus 36 and pegasus turbo 2"
229,The Nike Zoom Pegasus Turbo 2 is now in stock at all of our shops and online | https://bit.ly/36V8Zdj
230,The Nike Zoom Pegasus Turbo 2 Is On Sale For 50% Off! Click to order with FREE shipping -&gt; http://bit.ly/35MH51L
231,"The Nike Zoom Pegasus Turbo 2 Is On Sale For 50% Off! No code needed, click to order with FREE shipping -&gt;http://bit.ly/35MH51L"
232,50% Off Nike Zoom Pegasus Turbo 2 No code needed ⇨ http://bit.ly/2FEWQNm
233,"The Nike Zoom Pegasus Turbo 2 is on sale 50% off! No code needed, click to order with FREE shipping -&gt; http://bit.ly/307CfdW ad"
234,"@Nike Zoom Pegasus Turbo 2 too good, comfortable, light is more for a quick tempo"
235,"The Nike Zoom Pegasus Turbo 2 is updated with a featherlight upper, while innovative foam brings revolutionary responsiveness to your long distance training. #maldives #visitmaldives #nikepegasusturbo2 #nikerunning… https://www.instagram.com/p/B7JVB0SpTnU/?igshid=1t92gtmz4inhy"
236,"Vol. 26 is a good one. I'm a huge fan of the Adapt BB 2.0, &amp; I love the drive that Nike is going towards sneakerboots. (Fear of God, these, Zoom Pegasus Turbo Shield, etc.) Plus, a very special edition of #TheKicksWeWear. Trust me, you want to check out the kicks featured here."
237,Today my new @Nike Zoom Pegasus Turbo 2 arrived. My new running shoes for @RunMiami . I opened the box and they look massive. Turns out they delivered me a pair of Men's instead of Women's. #runner
238,FOR ALL MY NIKE HEADS...!!! ————————————————————————- NIKE ZOOM PEGASUS TURBO 2 x DOERNBECHER “SAWYER MILLER THE DAREDEVIL” x NIKE x UNDERCOVER “DAY BREAK” ———————————————————————- Let X.A. know your… https://www.instagram.com/p/B7EywXMHmmZ/?igshid=18pjxxkacczh7
239,@Nike @CNBCPro @jimcramer @nikestore Nike CEO Mark G Parker should be ashamed of the product his company produced. @Nike Zoom Pegasus Turbo 2 is #Garbage. One day old..
240,Nike Zoom Pegasus Turbo 2 Doernbecher 'Sawyer Miller' Price:$180 Release Date:12-07-2019 Style Code:CV8077-300 Color:Lucky Green/White-Black http://bit.ly/yeezyfan
241,"@Nike Zoom Pegasus Turbo 2 Men's Running Shoe. The Nike Zoom Pegasus Turbo 2 Hakone is updated with a featherlight upper, while energy-returning foam brings revolutionary responsiveness to your long distance… https://www.instagram.com/p/B7B3agsA3bi/?igshid=10ymfaakeful9"
242,Save up to $36 today on Nike Zoom Pegasus Turbo 2 Running Shoes. Cop your pair here now ---&gt; http://ow.ly/G5un30q7vCJ
243,"You have your race days, your uptempo days, your slower everyday runs. The Nike Ekiden Zoom Series is tuned to match your needs. Shop the Pegasus Turbo 2 Ekiden here: https://www.sportsshoes.com/product/nik16345/nike-zoom-pegasus-turbo-2-ekiden-running-shoes-~-sp20/"
244,"Ad: STEAL: Nike Air Zoom Pegasus Turbo 2 only $69.99 each + FREE shipping, use code BIG50 =&gt; http://bit.ly/35nuu4R"
245,I want some Nike Zoom Pegasus Turbo 2
246,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
247,Personalized Nike Zoom Pegasus Turbo 2 is my guess. 
248,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
249,Nike Womens Zoom Pegasus Turbo 2 - True Berry @R3Amelia
250,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
251,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
252,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
253,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
254,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
255,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
256,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
257,Love the Nike zoom Pegasus turbo 2 in pink! @kayade23
258,@kristynharris Nike Womens Zoom Pegasus Turbo 2 would be perfect 😍
259,The Nike Zoom Pegasus Turbo 2 is now available at all of our shops and online | https://bit.ly/2ZGszHg
260,"Ad: LIVE! Nike Zoom Pegasus Turbo 2 ""Ekiden"" Nikestore http://bit.ly/359m5BX Eastbay http://bit.ly/35eJ7qP"
261,LIVE in 25mins: Nike Ekiden Pack Eastbay https://bit.ly/2SO9AZU Nike Nike ZoomX Vaporfly NEXT% http://bit.ly/355F6Fc Nike Air Zoom Pegasus 36 http://bit.ly/35ZgcZ8 Nike Zoom Fly 3 Premium http://bit.ly/2Qo6DMR Nike Zoom Pegasus Turbo 2 http://bit.ly/36dT1KZ #AD
262,"The Jordan Why Not Zer0.3 & @Nike Zoom Pegasus Turbo 2 are now available online and in-store (Paris, London, Berlin, Stockholm) --- https://bit.ly/2FaUzZX"
263,@gerimcc love the Nike Zoom Pegasus Turbo 2
264,"The Nike Ekiden Pack is now available at https://soo.nr/JdBN with all remaining sizes available instore at 10:00am.⁠ .⁠ Included in the Ekiden pack are the Vaporfly Next%, Zoom Fly 3, Pegasus Turbo 2 and Pegasus 36 in men's sizing.⁠ "
265,@PodiumRunner Happy new year I'm between the NIKE Zoom Pegasus Turbo 2 and HOKA ONE ONE Rincon
266,"The Nike Ekiden Pack will be available January 2 at http://www.vanrunco.com with all remaining sizes available instore at 10:00am.⁠ .⁠ Included in the Ekiden pack are the Vaporfly Next%, Zoom Fly 3, Pegasus Turbo 2 and Pegasus 36.⁠ "
267,i would choose the Nike womens zoom Pegasus turbo 2. great giveaway @moonface_09
268,@therunchat Am I between the Nike Zoom Pegasus Turbo 2 and the HOKA ONE ONE Rincon?
269,@Yiannis_83 Happy New Year Am I between the Nike Zoom Pegasus Turbo 2 and the HOKA ONE ONE Rincon?
270,@EilishMccolgan Happy New Year Am I between the Nike Zoom Pegasus Turbo 2 and the HOKA ONE ONE Rincon?
271,@TheSidebottom Am I between the Nike Zoom Pegasus Turbo 2 and the HOKA ONE ONE Rincon?
272,@martian434 Am I between the Nike Zoom Pegasus Turbo 2 and the HOKA ONE ONE Rincon?
273,@SaraHall3 Am I between the Nike Zoom Pegasus Turbo 2 and the HOKA ONE ONE Rincon?
274,@TheCoffeeRunGB Am I between the Nike Zoom Pegasus Turbo 2 and the HOKA ONE ONE Rincon?
275,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
276,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
277,NIKE Zoom Pegasus Turbo 2 or HOKA ONE ONW Rincon ;
278,Some Nike Zoom Pegasus Turbo 2 would be amazing @boi_skoot
279,@gymkit47 Would love the Nike Womens Zoom Pegasus Turbo 2 - Pink Quartz/Summit White-Pale Vanilla
280,I love the Platinum Nike Womens Zoom Pegasus Turbo 2! @HeatherKSwain
281,The Nike Womens Zoom Pegasus Turbo 2 - Platinum Tint/Lavender Mist-Ghost would be perfect @custardoncake
282,@mattykeat Nike zoom Pegasus turbo 2 would be awesome 🙏🙏🙏 
283,Nike Zoom Pegasus Turbo 2 / Black https://www.deadstock.ca/products/nike-zoom-pegasus-turbo-2-black-9
284,So my mom got AirPods and some how I didn’t ?🥰🥰🥰it’s chillin CUZ I GOT WOMENS NIKE ZOOM PEGASUS TURBO 2 RUNNING SHOES
285,On Sale: $115 w/Code GOBIG via @nikestore - 20% Off; Nike Zoom Pegasus Turbo 2 ‘Court Purple’ https://bit.ly/2ZqZNtT #ad #holidayshopping #sales #shoes #Nike 
286,Damn Nike Zoom Pegasus Turbo 2. God damn.
287,ok running twitter - Nike Zoom Pegasus Turbo 2 - yes or no? [treadmill runs only]
288,Wearable review: Nike Zoom Pegasus Turbo 2 feels as good as it looks 
289,AD: $114 Retail $180 Nike Zoom Pegasus Turbo 2 w React &amp; ZoomX w code GOBIG Login to account for FREE ship https://bit.ly/2ZgYPAk #heskicks
290,Enter to win A pair of Nike Zoom Pegasus Turbo 2 and a Garmin Forerunner 645 
291,🔥PRE ORDER🔥 Nike Zoom Pegasus Turbo 2 Doernbecher “Green/Black/White” . Size &amp; Price: Chat via Line or WA! Brand New 100% ORIGINAL 💥Cicilan CC 0% Via Tokopedia💥 ❌We Don’t Reply DM❌ . For ORDER / ASK: 📱WA: 0819 1005… https://www.instagram.com/p/B6KNKZSg3vG/?igshid=s6zo5smav5ty
292,The hyper violet/black Nike Zoom Pegasus Turbo 2 is over 40% OFF for a limited time at $99.99 + FREE domestic US shipping! BUY HERE -&gt; http://bit.ly/2PhKIHH (promotion - use code TAKE50 at checkout)
293,Weekly Specials🎄: DS - Brand New 2019 Nike Zoom Pegasus Turbo 2 DB (#67832) Sz 12 w/ Box Available For $180. Phone Orders Available On This After 12pm PST At 510-227-5386. We’re Open From 12-7PM Today! We Ship… https://www.instagram.com/p/B5-84uRhhO2/?igshid=1i6xqgxn2c959
294,"Check out RARE Nike Zoom Pegasus Turbo 2 (Doernbecher Freestyle 2019), Size M 8 #Nike https://ebay.us/4ubKgQ via @eBay"
295,"Do you have normal feet or are they wide/narrow? My three favorite running shoes are the Nike Zoom Pegasus Turbo 2, Hoka Rincon, and the Hoka Arahi 3. If you want something fast (research carbon plate running shoes) then go for the Zoom fly 3."
296,WTS Nike Zoom Pegasus Turbo 2 Size: UK7.5 (US8.5) Brand new in box RM500 (retail RM735) @twtjogging
297,Tell me a better shoe than Nike Zoom Pegasus Turbo 2?
298,NIKE ZOOM PEGASUS TURBO 2 SAWYER MILLER MENS Available now - http://bit.ly/2YeVYaL
299,"Doernbecher x Nike Zoom Pegasus Turbo 2 ""SAWYER MILLER"" are NOW available from Nike!#ad SNKRS: https://bit.ly/368jAAC APPAREL: http://bit.ly/2qy1eKk"
300,"Doernbecher x Nike Zoom Pegasus Turbo 2 ""SAWYER MILLER"" are NOW available from Nike!#ad SNKRS: https://bit.ly/368jAAC APPAREL: http://bit.ly/2qy1eKk"
301,Most sizes via @DTLRVILLA Sawyer Mill x Nike Zoom Pegasus Turbo 2 “Doernbecher” BUY HERE: http://bit.ly/33SIPp2
302,Ad: The Nike Zoom Pegasus Turbo 2 Doernbecher 'Sawyer Miller' are adding to cart via DTLR 🏴 -&gt; http://bit.ly/2rob1D4
303,NIKE ZOOM PEGASUS TURBO 2 SAWYER MILLER MENS Available now - http://bit.ly/2YeVYaL
304,"Doernbecher x Nike Zoom Pegasus Turbo 2 ""SAWYER MILLER"" are NOW available!#ad SHOEPALACE: https://bit.ly/2PePqVm DTLR: https://bit.ly/2OXmWko APPAREL: https://bit.ly/2KMfHJg"
305,"Doernbecher x Nike Zoom Pegasus Turbo 2 ""SAWYER MILLER"" are NOW available!#ad SHOEPALACE: https://bit.ly/2PePqVm DTLR: https://bit.ly/2OXmWko APPAREL: https://bit.ly/2KMfHJg"
306,Initial Render Of The Nike Zoom Pegasus Turbo 2 http://conceptkicks.com/initial-render-of-the-nike-zoom-pegasus-turbo-2/ #nikerunning #footweardesign #productdesign #industrialdesign #sneakerdesign
307,Nike Doernbecher Freestyle 2019 Collection Sawyer Miller 'The Daredevil' Zoom Pegasus Turbo 2 12.7 // FCFS at select stores + online. 
308,"Join the Dark side... Race & train in the Nike Dark Arts Collection, featuring the Epic React 2, Zoom Fly 3 &amp; Pegasus Turbo 2. Shop now: https://www.sportsshoes.com/products/?q=dark%20arts"
309,"Join the Dark side... Race & train in the Nike Dark Arts Collection, featuring the Epic React 2, Zoom Fly 3 &amp; Pegasus Turbo 2. Shop now: https://www.sportsshoes.com/products/?q=dark%20arts"
310,"Nike Zoom Pegasus Turbo 2 Doernbecher 2019 release on Dec. 07, 2019 for $180 via @kicksonfire"
311,I would be absolutely 🌟 delighted 🌟 to win the Nike zoom pegasus turbo 2 fingers crossed 🤞 ❤ 🍀 &amp; best of luck everyone entering this super giveaway @franksy84
312,The Nike Zoom Pegasus Turbo 2 Count me in please. Fingers crossed! @AdrianBold3 #BlackFriday #ukrunchat
313,🤞🤓 I like the Nike Zoom Pegasus Turbo 2 @JasonForrest72 #ukrunchat 🏃🏻‍♂️
314,I’m keeping my fingers crossed for the Nike Zoom Pegasus Turbo 2 for our ParkRuns how about you @SabMichnowicz
315,Wow - great shoes @moonray69 - I'd go for the Nike Zoom Pegasus Turbo 2
316,I’d love to win the Nike zoom Pegasus turbo 2 please 🏃🏼‍♂️🤞🏻
317,Nike Zoom Pegasus Turbo 2's for me also please. @runningido 🤘
