,text
289,"Q1 in $$rank order top sellers were: Nike Tanjun, Jordan XI Low, Jordan 1 High OG, Nike Air Max 270, Nike Air Huarache, Converse All Star Low, Nike Revolution 4, Jordan IX Mid, Nike Air Force 1 Low, and Nike Flex Contact."
290,Only $37.48! Nike Women's Tanjun Racer Sneakers: http://bit.ly/2xyG4yu (Reg. $69.99) http://bit.ly/2siV9if
291,Only $37.48! Nike Women's Tanjun Racer Sneakers: http://dealsplus.com/Women_deals/p_nike-womens-tanjun-racer-casual-sneakers (Reg. $69.99)
292,nike tanjun or roshe 🔥🔥🔥 i have tanjun ones in all black and rose gold lol and adidas make a good running shoe as well
293,Nike Tanjun. £45 Delivered. UK 7 - 1 Available. RRP - 59.95. 
294,"#NIKE, #Men's, #Tanjun, #Sneakers, #Breathable, #Textile, #Uppers, and, #Comfortable, #Lightweight,..."
295,"Nike Tanjun, Baskets Homme https://www.thesneakerboutique.com/produit/nike-tanjun-baskets-homme/"
296,NIKE Men's Tanjun SE Running Training Shoes size 10.5 or 11 (844887-005) http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338245860&amp;item=173340611313&amp;vectorid=229466&amp;lgeo=1
297,NIKE Toddler Tanjun (TDV) Running Shoes - http://shoebox.henryhstevens.com/shop/nike-toddler-tanjun-tdv-running-shoes/
298,i finally got my nike tanjun sandals god knows i was dying for them lol 😭 i could never find my size 😭
299,Go Triple Black in the Infant Kids @NikeUK Tanjun for fast style for first feet. #nike #niketrainers #kidstrainers #kidsfashion #infanttrainers http://bit.ly/2lfhyMx
300,NIKE 921669-600 Tanjun Racer Running Shoes Red (11 D(M) US) http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338247320&amp;item=263719645004&amp;vectorid=229466&amp;lgeo=1
301,I just want some nike tanjun sandals😩
302,just bought them grey nike tanjun sandals
303,I got these nike tanjun sandals size 9 never worn they too big I paid $45
304,"Nike is dominating the market, their Tanjun (1) sneaker says a lot about growth in Training/ gym hype."
305,I have $30 in Kohl’s cash that I have to use by the 28th and I want to buy a pair of Nike Tanjun sandals but they don’t sell them in store are they’re out of my size online 🙄☹️ @Kohls
306,Nike Tanjun Infant Girls Trainers - £27.99 GBP 
307,Nike Tanjun For baby… https://www.instagram.com/p/BjMONpMliLqEkxZjUlwtt6qoPWpl9jUV3ub4oA0/?utm_source=ig_twitter_share&amp;igshid=61ftdhea1dos
308,Nike Tanjun For baby… https://www.instagram.com/p/BjMOHyeF_JwMwXT6sRBjCHGXjP4GhJdPGkPiJY0/?utm_source=ig_twitter_share&amp;igshid=mk8odj3os0qw
309,Toddler Bling Crystal Sparkle Black White Nike Tanjun http://nemb.it/p/S1zPxbCdcshG via @NembolApp
310,Women Glitter Pearl White Nike Lace ENG Tanjun Wedding Sneakers http://nemb.it/p/rkt4ZAOci2f via @NembolApp
311,Crystal Black Nike Tanjun Running Shoes http://nemb.it/p/Hk=LZssd5ihz via @NembolApp
312,Crystal Aqua Nike Tanjun Racer Sneaker Womens http://nemb.it/p/BkJfl2su5snG via @NembolApp
313,Black Sole Gold Crystal Sneakers Bling Nike Tanjun Shoes http://nemb.it/p/H12=nidco3M via @NembolApp
314,Black Sole Glitter Sneakers Bling Nike Tanjun Shoes http://nemb.it/p/rywKM5jOqo2f via @NembolApp
315,Glitter White Lace Nike Women's Tanjun Swarovski Wedding Sneakers http://nemb.it/p/BJkae33O5jhG via @NembolApp
316,Bling Pink Lace Nike Tanjun ENG Shoes http://nemb.it/p/H1=utiucihf via @NembolApp
317,Crystal Bling Women Nike Tanjun Premium Satin http://nemb.it/p/SkdoO5ihz via @NembolApp
318,Crystal Bedazzled Gold Tan Nike Tanjun Womens http://nemb.it/p/SJ3Mqj=5onz via @NembolApp
319,Bling Crystal Turquoise Nike Tanjun Women Running Shoes http://nemb.it/p/HkftgKiOqs3z via @NembolApp
320,Original New Arrival 2017 WMNS NIKE TANJUN Women's Running Shoes Sneakers https://mrtoserba.com/original-new-arrival-2017-wmns-nike-tanjun-womens-running-shoes-sneakers/ #sportshop #mrtoserba #onlineshopping #onlinesportmall #onlineshop
321,New Nike Tanjun Men’s Running Shoes Multi Colors Sizes 8-13 http://buxlister.com/2018/05/new-nike-tanjun-mens-running-shoes-multi-colors-sizes-8-13/
322,"Savings on Nike - Tanjun SE (Wolf Grey/Black/Dark Grey) Men's Running Shoes https://www.fitnessmagazine.com/shop/nike-nike-tanjun-se-wolf-grey-black-dark-grey-mens-running-shoes-p0e5030dc7d2d226323b37b243960adc4.html (""'GH'"")!/"
323,Check out what I just added to my closet on Poshmark: BRAND NEW Nike Tanjun Royal/White 7.5. https://poshmark.com/listing/5b048c526bf5a60440940e5f?utm_campaign=referral_code%3DNGLILLIE28&amp;utm_content=feature%3Dsh_l%26rfuid%3D54e6c6ce3774f238c003bae5%26ext_trk%3Dbranch&amp;utm_source=tw_sh_pub via @poshmarkapp #shopmycloset
324,They are Nike Tanjun Sandals !
325,Nike Tanjun SE - Black White - Unboxing | Walktall: http://youtu.be/JNCQ2ZL2qHQ?a via @YouTube
326,Nike Tanjun Premium - Black Black - Unboxing | Walktall: http://youtu.be/8RZ3A2pZyDY?a via @YouTube
327,Original New Arrival 2017 WMNS NIKE TANJUN Women's Running Shoes Sneakers https://mrtoserba.com/original-new-arrival-2017-wmns-nike-tanjun-womens-running-shoes-sneakers/ #sportshop #mrtoserba #onlineshopping #onlinesportmall #onlineshop
328,I guess I’ll go back & get the gray Nike Tanjun sandals since I got black.
329,"All females should have a pair of Nike Tanjun Sandals, they are so comfortable 😌"
330,Black or grey Nike tanjun sandals... why is this such a hard decision for me?
331,Check out what I just added to my closet on Poshmark: BRAND NEW Women’s Nike Tanjun 7.5. https://poshmark.com/listing/5af9501f5521be1f4be95eb9?utm_campaign=referral_code%3DNGLILLIE28&amp;utm_content=feature%3Dsh_l%26rfuid%3D54e6c6ce3774f238c003bae5%26ext_trk%3Dbranch&amp;utm_source=tw_sh_pub via @poshmarkapp #shopmycloset
332,I could live in gym clothes for the rest of my life. Give me a solid pair of Nike Free Runs or Nike Tanjun’s with some compression joggers and a hoodie.....that’s comfort level 5000
333,Nike Tanjun Men&amp;#8217;S Sports Running Shoe https://scrollkart.com/store/product/nike-tanjun-mens-sports-running-shoe/
334,Nike Tanjun Men&amp;#8217;S Sports Running Shoe https://scrollkart.com/store/product/nike-tanjun-mens-sports-running-shoe/
335,Nike Men&amp;#8217;s Tanjun Wolf Grey White Sneakers (812654-010) https://scrollkart.com/store/product/nike-mens-tanjun-wolf-grey-white-sneakers-812654-010/
336,Nike Men&amp;#8217;s Tanjun Wolf Grey White Sneakers (812654-010) https://scrollkart.com/store/product/nike-mens-tanjun-wolf-grey-white-sneakers-812654-010/
337,###NEWIN . . . . . . Nike Tanjun Eng Full… https://www.instagram.com/p/BiDj7qfF9TX/?utm_source=ig_twitter_share&amp;igshid=1huku9t0vn6tx
338,I like Nike tanjun especially the black and white
339,Nike Mens Tanjun BlackWhite Running Shoe Size 11 Men US http://bloggingspaces.com/nike-mens-tanjun-blackwhite-running-shoe-size-11-men-us/ http://bloggingspaces.com/nike-mens-tanjun-blackwhite-running-shoe-size-11-men-us-https-t-co-gy1ic1c1mc/
340,Nike Mens Tanjun BlackWhite Running Shoe Size 11 Men US http://bloggingspaces.com/nike-mens-tanjun-blackwhite-running-shoe-size-11-men-us/
341,New on eBay US >> #4865 #deals #deal New Nike Tanjun Men's Running Shoes Multi Colors Sizes 8-13 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338246737&amp;item=371821015059&amp;vectorid=229466&amp;lgeo=1
342,I need the Nike Tanjun sandals and Benassi Duo’s. 🤩
343,Nike Tanjun “Black Gold” Size 39-44 Original… https://www.instagram.com/p/Bi8Zhkhl2-T/?utm_source=ig_twitter_share&amp;igshid=es9vz5zxlakk
344,Nike Tanjun “Black White” Size 39-44 Original… https://www.instagram.com/p/Bi8Zei3lJx-/?utm_source=ig_twitter_share&amp;igshid=isv1sz1dx0np
345,Nike Tanjun “Triple Black” Size 39-44 Original… https://www.instagram.com/p/Bi8ZcGmFS4k/?utm_source=ig_twitter_share&amp;igshid=6uov57y95wpb
346,Was so convinced those Nike Tanjun Sandals would be my summer sandal🤦🏾‍♀️
347,Swarovski Nike Women Tanjun Premium Low Top Sneakers Blinged with SWAROVSKI® Crystal by glitzland http://etsy.com/listing/594031134/swarovski-nike-women-tanjun-premium-low?ref=shop_home_active_64#20180518034003 #etsymnt
348,New Stock! Nike Tanjun Man Black White Original… https://www.instagram.com/p/Bi6mRZMnx13/?utm_source=ig_twitter_share&amp;igshid=1qfltzrdhtyjv
349,New Stock! Nike Tanjun Man Black Gold Original… https://www.instagram.com/p/Bi6mHv4nj5i/?utm_source=ig_twitter_share&amp;igshid=16tofl1pdqvsz
350,"ad: NIKE Men's Tanjun Sneakers, Breathable Textile Uppers and Comfortable Lightweight Cushioning - https://amzn.to/2rRCxWo"
351,Nike Women's Tanjun Shoe Running Shoe - http://www.outdoorlifex.com/nike-womens-tanjun-shoe-running-shoe.html
352,Nike Tanjun Womens Running Shoes - http://www.outdoorlifex.com/nike-tanjun-womens-running-shoes.html
353,Nike Tanjun Running Shoes - http://www.outdoorlifex.com/nike-tanjun-running-shoes.html
354,Nike Tanjun Mens Running Shoes - http://www.outdoorlifex.com/nike-tanjun-mens-running-shoes.html
355,NIKE TANJUN CASUAL SHOES FOR WOMEN...: List Price: $69.98 Deal Price: $62.98 You Save: $10% http://dlvr.it/QTDtZD
356,Swarovski Nike Women&amp;#39;s Tanjun White Platinum Lace Blinged with SWAROVSKI® Crysta by glitzland http://etsy.com/listing/593882924/swarovski-nike-womens-tanjun-white?ref=shop_home_active_27#20180517034803 #etsy
357,[ Special Price ] Nike Tanjun Midnight… https://www.instagram.com/p/Bi46WTrB_IQ/?utm_source=ig_twitter_share&amp;igshid=xoj00mt7oxgr
358,NIKE TANJUN SNEAKER - WOMEN'S Product Code: FINDW009 Fashionindo price in USD: $180 Fashionindo price in NPR: Rs 20000/- !!FREE WORLDWIDE SHIPPING!! Deliver within 10 to 15 days Product Details: From a day running... https://www.facebook.com/fashionindo/posts/1619929224795937
359,[ Special Price ] Nike Tanjun Black Black Size… https://www.instagram.com/p/Bi4HYzDh3Pw/?utm_source=ig_twitter_share&amp;igshid=1tezcpti1r940
360,#STOCKCS Nike Tanjun All White Available : 37… https://www.instagram.com/p/Bi3x5TahojA/?utm_source=ig_twitter_share&amp;igshid=1ux2ohtd3h5hn
361,Nike Mens Tanjun Running Sneaker - http://www.outdoorlifex.com/nike-mens-tanjun-running-sneaker.html
362,Who want some nike tanjun sandals
363,[ Special Price ] Nike Tanjun Black White Size… https://www.instagram.com/p/Bi1_HOpBGyM/?utm_source=ig_twitter_share&amp;igshid=1azh8nyolqxtx
364,Anyone know where I can buy Nike Tanjun sandals ? 😩
365,Swarovski Nike Women&amp;#39;s Tanjun White Platinum Lace Blinged with SWAROVSKI® Crysta by glitzland http://etsy.com/listing/593882924/swarovski-nike-womens-tanjun-white?ref=shop_home_active_27#20180515043204 #etsyaaa
366,#STOCKCS Nike Tanjun Black/White Available : 38 / 39 / 40 / 41 / 42… https://www.instagram.com/p/BizdA8zh8ps/?utm_source=ig_twitter_share
367,Check out what I just added to my closet on Poshmark: BRAND NEW Women’s Nike Tanjun 7.5. https://poshmark.com/listing/5af9501f5521be1f4be95eb9?utm_campaign=referral_code%3DNGLILLIE28&amp;utm_content=feature%3Dsh_l%26rfuid%3D54e6c6ce3774f238c003bae5%26ext_trk%3Dbranch&amp;utm_source=tw_sh_pub via @poshmarkapp #shopmycloset
368,"#STOCKCS Nike Tanjun Peach Pink/White Available : 36,5 / 37 / 38 /… https://www.instagram.com/p/Biv6yxqhKQM/?utm_source=ig_twitter_share"
369,"At a strange place in my life where I’m genuinely excited about a kettle descaler that actually works, but also still fit into children’s shoes (meaning new Nike Tanjun gym shoes for £20 less than the adult price 😏)"
370,NIKE TANJUN 812654 001 BLACK/BLACK MEN US SZ 13 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338245860&amp;item=263684513451&amp;vectorid=229466&amp;lgeo=1
371,ad: NIKE Women's Tanjun Running Sneaker Black/Black-White 9 - https://amzn.to/2rGnRZx
372,I wore my Nike tanjun sandals to my nephew’s baseball game &amp; ended up getting a tan....now my foot looks stupid 😂😭
373,If I wear a 6 1/2 what size do I get in NIKE tanjun sandals 6 or 7 ?? HELP
374,"Great price, perfect for the gym or just as runabouts! Nike Tanjun Trainers (3 Colours - Older Kids / Small Adults) £26.47 delivered @Nike (More in thread) + Discounted Football kits #Nike #Trainers &gt;&gt; http://ow.ly/9V4830jWxIX"
375,Kinda want some nike tanjun’s kinda don’t
376,"Nike Tanjun Tacer (GS) @P2,995.00 sizes from 3.5y to 7y. Visit us… https://www.instagram.com/p/BiowxRonT4l/?utm_source=ig_twitter_share"
377,"Nike Tanjun Racer (GS) @P2,995.00 sizes from 3.5y to 7y. Visit us… https://www.instagram.com/p/Biowo0OHzJd/?utm_source=ig_twitter_share"
378,Womens Nike Tanjun Shoe Black/Black/White Size 8.5 M US http://toptenlist.info/womens-nike-tanjun-shoe-blackblackwhite-size-8-5-m-us/
379,"NIKE Boy's Tanjun (TDV) Running Shoes (7 M US Toddler, Black/White-White) - http://shoebox.henryhstevens.com/shop/nike-boys-tanjun-tdv-running-shoes-7-m-us-toddler-blackwhite-white/"
380,Get the sleek and modern look of the Nike Tanjun Racer running shoes. #nike 
381,Definitely investing in some of these Nike Tanjun Sandals . They loook sooo cute &amp; comfortable 😩😍😍
382,Nike Men's Tanjun Running Shoe http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338245860&amp;item=401535359294&amp;vectorid=229466&amp;lgeo=1
383,It's nothing fancy but I finally copped some Nike's after a long time of deliberation lol. I'm starting with the NIke Tanjun (All Black Color Way) but I'm feeling the Rosche Two's for my next purchase. 🤔 
384,i want nike tanjun sandals so badly they’re so cute
385,.@Nike's Tanjun sneaker for toddlers in blue. 💙 https://hypb.st/9k2t1
386,"Nike Tanjun, Baskets Basses Homme, Black (001 Black), 45 EU EUR 55,99 euros http://www.toulouse3000.fr/nike-tanjun-baskets-basses-homme-black-001-black-45-eu-eur-5599-euros/"
387,Ready Stock . . Nike Tanjun Triple Black Size: 40 / 41 / 42 / 43 /… https://www.instagram.com/p/BiiymAaltMY/?utm_source=ig_twitter_share
388,I liked a @YouTube video http://youtu.be/-dTwTkC4SBo?a NIKE MID CUT SNEAKERS TANJUN CHUKKA UNBOXING
389,NIKE Tanjun Mens Size 9.5 Gray Athletic Training Sneakers Shoes X11-676 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338245860&amp;item=282958045685&amp;vectorid=229466&amp;lgeo=1
390,#smartphones NIKE Tanjun Men's Running Shoes https://www.dicknvicki.com/product/nike-tanjun-mens-running-shoes/
391,Nike Men's Tanjun Racer Shoes ONLY $35 + FREE Pickup (Regularly $70) http://zpr.io/nC3CC
392,Men's Nike Shoes for $35!! Reg. $70! via Raining Hot Coupons - Hurry over to Kohl's and you can grab a nice deal on Nike Tanjun Racer Men's Shoes at Kohl's! They are on clearance for just $35!! (Reg. $70) There are a few colors ... http://tinyurl.com/ydx4dt8w
393,Men's Nike Shoes for $35!! Reg. $70! via Raining Hot Coupons - Hurry over to Kohl's and you can grab a nice deal on Nike Tanjun Racer Men's Shoes at Kohl's! They are on clearance for just $35!! (Reg. $70) There are a few colors ... http://tinyurl.com/yb42l7sq
394,Men's Nike Shoes for $35!! Reg. $70! via Raining Hot Coupons - Hurry over to Kohl's and you can grab a nice deal on Nike Tanjun Racer Men's Shoes at Kohl's! They are on clearance for just $35!! (Reg. $70) There are a few colors ... http://tinyurl.com/y7nwevwo
395,Men's Nike Shoes for $35!! Reg. $70! via Raining Hot Coupons - Hurry over to Kohl's and you can grab a nice deal on Nike Tanjun Racer Men's Shoes at Kohl's! They are on clearance for just $35!! (Reg. $70) There are a few colors ... http://tinyurl.com/yblxnylm
396,Check out what I just added to my closet on Poshmark: Nike Tanjun Sandals in Grey. NWT. Size 6.. https://poshmark.com/listing/5aef290105f430d56cd82241?utm_campaign=referral_code%3DLPBURDETTE&amp;utm_content=feature%3Dsh_l%26rfuid%3D57fa138b27a974f48b13107b%26ext_trk%3Dbranch&amp;utm_source=tw_sh_pub via @poshmarkapp #shopmycloset
397,NIKE Older Youngsters' Tanjun Sneakers - DiZiSports Store Work up a sweat on your baby or full any weekend ensemble within the straightforward vibes of the Nike Tanjun sneaker from... http://store.dizisports.com/nike-older-youngsters-tanjun-sneakers-dizisports-store
398,NIKE Older Youngsters' Tanjun Sneakers - DiZiSports Store - http://store.dizisports.com/nike-older-youngsters-tanjun-sneakers-dizisports-store
399,#kitchenwares NIKE Tanjun Men's Running Shoes https://www.dicknvicki.com/product/nike-tanjun-mens-running-shoes/
400,"I agree with Mike...plus Dart and Gazelle. Although I did see a woman with some all white Nike Tanjun on feet at the supermarket, looked 👌 on smaller feet with blue skinny jeans."
401,"Nike Men's Footwear: Air Versitile II $45, Tanjun Racer $42 &amp; More + Free S&amp;H on $75+ https://slickdeals.net/f/11544823-nike-shoes-up-to-40-off-clearance-at-kohl-s-54?utm_campaign=386363&amp;utm_medium=fptweet&amp;utm_source=twitter"
402,⏩Nike Tanjun Floral ⏩Size : 36-40 . ⏩Idr : 400.000.- ( Exclude Shipping… https://www.instagram.com/p/BiVwzDzF-sd/?utm_source=twitter
403,Men's Nike Tanjun Sneakers in Grey White SIZE 10 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338245860&amp;item=232755416887&amp;vectorid=229466&amp;lgeo=1
404,"40% Off Select Nike Men’s Shoes http://so.svrs.me/1byt Kohl's is offering up to 40% off on select Nike Men's Shoes. These are several styles to choose from! You can save on cleats, running shoes and more. Deal Idea: Nike Tanjun Racer Men's Shoes $42 (reg. ..."
405,READY STOCK • Nike Tanjun Racer Blue Jay Black Wolf Grey (921669… https://www.instagram.com/p/BiUfON2hMPh/?utm_source=twitter
406,READY STOCK • Nike Tanjun Racer Blustery Sail Volt (921669 400) • LIMITED… https://www.instagram.com/p/BiUeeAZBhtq/?utm_source=twitter
407,[Deal] 129° - Younger Kids' ShoeNike Tanjun £20.97 @nike - Option for free delivery if you sign up to newsletter. 
408,Nike Tanjun Running Shoes Black on Black size 10.5 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338245860&amp;item=202303653321&amp;vectorid=229466&amp;lgeo=1
409,nike tanjun or adidas ultra boost I have been working 10 hour days
410,Swarovski Nike Women Tanjun Premium Low Top Sneakers Blinged with SWAROVSKI® Crystal by glitzland http://etsy.com/listing/594031134/swarovski-nike-women-tanjun-premium-low?ref=shop_home_active_50#20180502044403 #wishlist
411,Nike Men's Tanjun Black/White Running Shoe Size 10.5 Men US - Shopmozo Affiliate Store https://shopstyle4u.shopmozo.co/products/nike-men-s-tanjun-black-white-runni-B00XWPX6E2
412,Kohl’s: Nike Men’s Tanjun Racer Shoes $42 (orig $70) + store pickup. https://dealingindeals.com/kohls-nike-mens-tanjun-racer-shoes-42-orig-70-store-pickup/
413,I don’t even wear my pink Nike tanjun sandals. I wanted them things so bad and don’t even wear them 😂💀
414,Nike Womens Tanjun Running Sneaker Wolf Grey/White 8 - Shopmozo Affiliate Store https://shopstyle4u.shopmozo.co/products/nike-womens-tanjun-running-sneaker--B0113OCR84
415,"Nike Men's Tanjun Racer Shoes $42 (orig, $70) and More https://www.isavetoday.com/deal-detail/nike-mens-tanjun-racer-shoes-42-orig-70-and-more/13127"
416,Swarovski Nike Women Tanjun White Platinum Lace Blinged with SWAROVSKI® Crystals by glitzland http://etsy.com/listing/527063748/swarovski-nike-women-tanjun-white?ref=shop_home_active_15#20180501043202 #etsyretweet
417,"New Nike Tanjun Sandal ใส่สวยมาก Color: Yellow, Onix, Black [882694-602/001] Size: 220 - 280 mm ราคา: 3,890฿+EMS 100 #AYproducts #พรีออเดอร์ #มัดจำครึ่งนึงก่อนได้"
418,"I’m so obsessed with the Nike tanjun running shoes, I’m buying my fourth and fifth pair right now 😂😂"
419,my first Nike’s ever. I love them. #nike #nikeshoes #niketanjun #shoes #grey https://www.instagram.com/p/BiMhoR0F7jO/
420,#RESTOCKCSS NIKE TANJUN BLACK/WHITE Available : 37 / 38 / 39 / 40 / 41 / 42 / 43 / 44… https://www.instagram.com/p/BiLfXRGBvyp/
421,"Nike Womens Wmns Tanjun, BLACK/WHITE, 11 US https://fitness-wear.hostsite.info/2018/04/30/nike-womens-wmns-tanjun-black-white-11-us/"
422,#evo #evo_the_sneaker_project #evo #sneakerhunter #sneakers #shop #nike #Tanjun @Evo the… https://www.instagram.com/p/BiGqEYFDUW9/
423,New post (NIKE TANJUN CASUAL SHOES FOR WOMEN NIB SNEAKERS) has been published on GENAIS WORLD - https://genaiworld.com/nike-tanjun-casual-shoes-for-women-nib-sneakers
424,NIKE Women’s Tanjun Running Shoe https://trendychic.net/product/nike-womens-tanjun-running-shoe/
425,#TwistdSneaks Nike Tanjun pink white size 38 39 40 Rp 500rb 
426,READY STOCK • Nike Tanjun Racer Blustery Sail Volt (921669 400) • LIMITED STOCK • Size : 43eur |… https://www.instagram.com/p/BiCoyubBcva/
427,READY STOCK • Nike Tanjun Racer Blue Jay Black Wolf Grey (921669 401) • LIMITED STOCK • Size… https://www.instagram.com/p/BiCnuTMByiB/
428,"I thought I want a new shoes, nike tanjun, and went to DEPO. I was looking for it but there wasn't any stocks... so shock😭 Big size is unavailable. ""There is no stock at NIKE company"" a sale clerk said."
429,"The Nike Tanjun, burgundy color! They just arrived and I’m ready for my next pick! Ha!"
430,Check it out >> #3173 #USA #deals New Nike Tanjun Men's Running Shoes Multi Colors Sizes 8-13 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338246737&amp;item=371821015059&amp;vectorid=229466&amp;lgeo=1 via @eBay
431,Nike Womens Tanjun Running Sneaker Wolf Grey/White 9 - Shopmozo Affiliate Store https://shopstyle4u.shopmozo.co/products/nike-womens-tanjun-running-sneaker--B0113OCXY2
432,#STOCKCSS Nike Tanjun Wmns Soft Grey/White Available : 37 / 38 / 39 / 40 Rp.450.000 CONDITION… https://www.instagram.com/p/Bh_guh9BN7n/
433,"NIKE TANJUN FLORAL PEACH Size : 37, 38, 39, 40 Price: IDR.460.000,- 100% ORIGINAL Contact… https://www.instagram.com/p/Bh_D5swn96K/"
434,【NEW ARRIVAL】NIKE WMNS TANJUN SANDAL(HABANERO RED/MOON PARTICLE-SUMMIT WHITE) #nike #tanjun #tanjunsandal #ナイキ #タンジュン #サンダル #スポーツサンダル https://buff.ly/2Ff4mfd
435,READY STOCK • Nike Tanjun Racer Blue Jay Black Wolf Grey (921669 401) • LIMITED STOCK • Size… https://www.instagram.com/p/Bh-nfUIhFgd/
436,Nike Women's Tanjun Casual Sneakers for ONLY $37.49 + FREE Pickup - Regularly $65! http://zpr.io/nwvQx
437,Check it out >> #2474 #deals #shoes New Nike Tanjun Men's Running Shoes Multi Colors Sizes 8-13 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338246737&amp;item=371821015059&amp;vectorid=229466&amp;lgeo=1 via @eBay
438,"Midnight walkathon! 🚶 🌙 #walk #midnight #niketanjun @Abu Dhabi, United Arab Emirates https://www.instagram.com/p/Bh-ES1jgE0t/"
439,NIKE TANJUN Men's Running Shoes Sneakers https://greentracksneakers.co.uk/products/nike-tanjun-mens-running-shoes-sneakers
440,"Nike Tanjun (GS), Baskets Homme EUR 40,87 euros http://www.toulouse3000.fr/nike-tanjun-gs-baskets-homme-eur-4087-euros/"
441,Restock 🔥 • Nike Tanjun Racer • Skechers Go Walk 4 Magnificent • Adidas Terrex CC Boat • Adidas… https://www.instagram.com/p/Bh9E7sfhfm2/
442,363° - Nike Tanjun Trainers (3 Colours - Older Kids / Small Adults) £26.47 delivered @Nike (More in thread) 
443,917537 600 - WOMEN'S NIKE TANJUN PREM RED http://dlvr.it/QQXXhH
444,•Shoes🌸: ~Nike Tanjun sandals ~Thong sandals ~Wedges ~Embroidered heels ~Flip flops ~Platform sandals ~Cute slides
445,#readystock Nike Tanjun Fullblack . ORIGINAL REPLACE BOX . Size :… https://www.instagram.com/p/Bh7EDnXgYuD/
446,#readystock Nike Tanjun Savana Green Tosca ORIGINAL GUARANTE BNWB . Size :… https://www.instagram.com/p/Bh7DzBEgzLu/
447,#readystock Nike Tanjun BW . ORIGINAL REPLACE BOX . Size :… https://www.instagram.com/p/Bh7DgNWgMY0/
448,#readystock Nike Tanjun Savana Pink ORIGINAL GUARANTE BNWB . Size :… https://www.instagram.com/p/Bh7DWomgvyL/
449,#STOCKCSS Nike Tanjun Wmns Solar Pink/White Available : 36 / 37 / 38 / 39 /… https://www.instagram.com/p/Bh6sQKxhysZ/
450,We've added new Nike Tanjun Women's Sandal at our store. Check it out here: http://www.mikka.co.za/products/882694001https://cdn.shopify.com/s/files/1/1945/35
451,•NEW ARRIVAL• NIKE TANJUN RUN ENG PINK WHITE (Tag Cross) Size : 37… https://www.instagram.com/p/Bh6RbDVnK6KCz20YpiAIN-7jxm4_xcc9CEM7Sc0/
452,The sneaker recently worn by Bruno Mars is NIKE ROSHE LD - 1000. No Doubt!! #BrunoMars #hooligans #NIKE #sneakers #tanjun #rosheLD-1000 #cortez
453,"Nike tanjun se Price 2890 baht ***จัดส่งฟรี ems,kerry*** สนใจสอบถาม direct… https://www.instagram.com/p/Bh5lNJuFirE/"
454,#sheebagadgets Original New Arrival WMNS NIKE TANJUN Women's Running Shoes ... https://fashion-online.asia/original-new-arrival-wmns-nike-tanjun-womens-running-shoes-sneakers/
455,Nike Tanjun Men's Athletic Shoes 812654-009 - http://tinyurl.com/yamgd63t @Prenzi
456,NIB Nike TANJUN SE Men’s Running Walking Comfort Shoes Sneakers White Black 10.5 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338245860&amp;item=183191299262&amp;vectorid=229466&amp;lgeo=1
457,#fashion-online Original New Arrival WMNS NIKE TANJUN Women's Running Shoes ... https://fashion-online.asia/original-new-arrival-wmns-nike-tanjun-womens-running-shoes-sneakers/
458,⏩Nike Tanjun Pink ⏩Size : 36-40 . ⏩Idr : 370.000.- ( Exclude… https://www.instagram.com/p/Bh2c6WtlF-aakdqedP6ePktQZ321Zdys5vqj4c0/
459,NIKE TANJUN CASUAL SHOES FOR WOMEN NIB SNEAKERS: Item specifics Condition: New with box: A… https://goo.gl/fb/j5DUFL
460,NIKE TANJUN CASUAL SHOES FOR WOMEN NIB SNEAKERS: Item specifics Condition: New with box: A… https://goo.gl/fb/38KSdg
461,New Nike Tanjun Men’s Running Shoes Multi Colors Sizes 8-13: Item specifics Condition: New… https://goo.gl/fb/Zvk3ni
462,New Nike Tanjun Men’s Running Shoes Multi Colors Sizes 8-13: Item specifics Condition: New… https://goo.gl/fb/6Mty5h
463,Swarovski KIDS Nike Tanjun – Bling Nike – Nike for Kids – Girls Nike – Purple Color – Custom – Choose Your Crystal – SparkleBoutique2U https://www.theluxurybeautystore.com/product/swarovski-kids-nike-tanjun-bling-nike-nike-for-kids-girls-nike-purple-color-custom-choose-your-crystal-sparkleboutique2u/
464,"First pair of Nike trainers are the Tanjun basic ones. Have been ok pair. Next race is 2 weeks on grass fields, so depending on weather really. Thanks"
